precio|producto_id|sucursal_id
85.49|6-1-0000000008608|39819
85.47|7798153810500|38735
85.47|7798113301338|47-1-1
85.47|7798113301321|47-1-1
85.47|7798113301284|47-1-1
85.47|7798113301277|47-1-1
85.47|7798113301260|47-1-1
85.47|7798113301253|47-1-1
85.47|7798113301246|47-1-1
85.47|7790742141309|38735
85.47|7790314054099|47-1-1
85.46|7794000598805|11-5-1008
85.46|7790742168009|35-1-1
85.46|7790580538002|1213405
85.46|7790580538002|9-2-953
85.46|7790580538002|9-1-868
85.46|7790580538002|12-1-209
85.46|7790580538002|625793
85.46|7790580538002|11-2-1015
85.46|7790580538002|10-3-644
85.46|7790580538002|10-2-286
85.46|7790580538002|47128
85.45|7798138552814|47-1-1
85.45|7794600009251|44233
85.45|7794600009251|39819
85.45|7794600002337|44233
85.45|7794600002337|39819
85.45|7794600000333|44233
85.45|7794600000333|39819
85.45|7793360106002|44233
85.45|7793360106002|39819
85.45|7791708001521|38723
85.45|7791708001484|38723
85.45|7622300724542|44233
85.45|7622300724542|39819
85.45|4005900130785|47-1-1
85.44|7798175713063|47-1-1
85.44|7798153718509|11-5-1020
85.42|7798176000582|623967
85.42|7798136870132|623967
85.42|7790040008175|11-5-1004
85.42|7790040008175|11-2-1114
85.4|7798123136944|625793
85.4|7798090356246|11-5-1004
85.4|7798085680776|11-2-1098
85.4|7794268000256|625793
85.4|7791130684330|625793
85.4|7791130683722|625793
85.4|7791130683715|625793
85.4|7791130683685|625793
85.4|7791130683678|625793
85.4|7791130683661|625793
85.4|7791130683531|625793
85.4|7791130683524|625793
85.4|7791130003087|625793
85.4|7791120037559|11-5-1057
85.4|7790770002948|37626
85.4|7790770002108|37626
85.4|7790580106560|625793
85.4|7790580103521|11-5-1006
85.4|7790580103484|625793
85.4|7790520017314|625793
85.4|7790360967558|10-2-138
85.4|7790064000230|11-5-1002
85.4|7790064000230|11-2-1015
85.39|7790580259600|12791
85.39|7790580118051|13522
85.39|7790040008175|15-1-1803
85.39|3083681003420|11-5-1057
85.38|7798187210352|47-1-1
85.37|7791290787025|35-1-1
85.37|7791290013919|35-1-1
85.37|7791290013902|35-1-1
85.36|7791293032023|11-2-1026
85.36|7791293032016|11-2-1026
85.36|7791293032009|11-2-1026
85.36|7791293031996|11-2-1026
85.36|7791293031989|11-2-1026
85.36|7791290010239|11-5-1002
85.36|7790670045199|11-5-1006
85.36|7790236001263|623967
85.35|7791130684330|16-1-1402
85.35|7791130683722|16-1-1402
85.35|7791130683678|16-1-1402
85.35|7791130003087|16-1-1402
85.35|7790770002948|16-1-1502
85.35|7790580106560|16-1-1402
85.35|7790520017314|16-1-1402
85.34|7798065731030|46-1-3
85.34|7798065731030|45-1-5
85.34|7798065731030|44-1-8
85.34|7798065731009|46-1-3
85.34|7798065731009|45-1-5
85.34|7798065731009|44-1-8
85.34|7798065730996|46-1-3
85.34|7798065730996|45-1-5
85.34|7798065730996|44-1-8
85.34|7798065730989|46-1-3
85.34|7798065730989|45-1-5
85.34|7798065730989|44-1-8
85.32|7790080033199|2-1-014
85.32|7501064198847|47-1-1
85.31|7793100120275|11-5-1020
85.31|7793100111570|16-1-1402
85.31|7790236001232|11-5-1008
85.3|7794055000261|621410
85.3|7793913001112|621410
85.3|7793913001105|621410
85.3|7791828000138|621410
85.3|7791675000503|621410
85.3|7791520024333|35-1-1
85.3|7791520024296|35-1-1
85.3|7791274189128|621410
85.3|7791130015219|37626
85.3|7791130001786|37626
85.3|7790990587003|11-2-1056
85.3|7790773008657|621410
85.3|7790064001909|11-2-1056
85.3|7790040008175|2-1-096
85.29|7794270003238|15-1-146
85.28|7790070416179|11-2-1116
85.25|7791130001786|16-1-1502
85.25|7790628000058|35-1-1
85.25|7790250022442|47-1-1
85.25|7790150445341|12-1-185
85.25|7790064001909|329466
85.24|7791290786424|47-1-1
85.24|7791290786417|47-1-1
85.24|7791290786400|47-1-1
85.24|7791290786394|47-1-1
85.23|7795184006308|35-1-1
85.2|7798181510243|11-5-1020
85.2|7798123137262|11-5-1020
85.2|7794000960473|11-2-1115
85.2|7794000960466|11-2-1115
85.2|7791828000121|11-5-1020
85.2|7791290001374|621410
85.2|7791130001199|11-2-1108
85.2|7790580504809|47-1-1
85.2|7790580504410|47-1-1
85.2|7790150052457|11-5-1004
85.2|7790127000061|38006
85.2|7790072000093|11-5-1057
85.2|6901035601030|10-2-144
85.18|7790499000645|622506
85.18|7790387013306|622506
85.18|7790387013306|11-2-1061
85.18|7790150355244|11-5-1004
85.18|7790150255025|621410
85.18|7790070411853|47-1-1
85.16|7790990012314|47-1-1
85.16|7790990012291|47-1-1
85.16|7790990012284|47-1-1
85.16|7790045825791|47-1-1
85.16|7790045824893|47-1-1
85.16|7790045823452|47-1-1
85.15|7797906000700|38723
85.15|7794940000536|35-1-1
85.15|7792798003709|15-1-1050
85.15|7790895001451|15-1-290
85.15|7790895000331|15-1-1050
85.15|7790895000225|15-1-1050
85.15|7790387712018|47-1-1
85.15|7790150441152|36928
85.15|7790150441152|38723
85.15|7790150015797|44233
85.15|7790150015797|39819
85.15|7790127781489|12-1-185
85.15|7790040117389|329466
85.13|7792798003532|35-1-1
85.11|7798153717953|11-2-1055
85.11|7798153717946|11-2-1055
85.1|7798153715942|11-5-1002
85.1|7798153715942|11-2-1015
85.1|7798124360713|11-5-1020
85.1|7793360112508|11-2-1015
85.1|7791828000046|625793
85.1|7791813421351|2-1-153
85.1|7791293031989|2-2-234
85.1|7791293031989|2-1-182
85.1|7790412001421|11-5-1002
85.1|7790412001421|11-2-1015
85.1|7790158229363|11-5-1020
85.1|7702018652372|11-5-1057
85.1|7506309895338|35-1-1
85.09|7793187000026|36916
85.09|7791078022751|44233
85.09|7791078022751|39819
85.09|7790895000218|15-1-1050
85.09|7790895000218|11-2-1039
85.09|7790315000422|47-1-1
85.09|7790154007781|46028
85.09|7790127789447|46028
85.09|7790079020803|47-1-1
85.09|7546975245150|36916
85.07|7791813421917|11-2-1056
85.07|7791813421603|11-2-1056
85.07|7791813421511|11-2-1056
85.07|7791813421238|11-5-1002
85.07|7790230033031|11-5-1057
85.06|7791675030500|11-5-1004
85.06|7790150321027|623967
85.06|7790070318077|11-2-1115
85.05|7798123136944|11-2-1115
85.05|7793913001785|47-1-1
85.05|7791828000046|16-1-1402
85.04|7798153719810|11-5-1057
85.04|7798153712699|11-5-1057
85.04|7798153712675|11-5-1057
85.04|7798153712668|11-5-1057
85.03|7793360788000|35-1-1
85|9-2-0000000957441|9-2-953
85|7891150047723|10-1-112
85|7891150047716|10-1-112
